footfall,tempMode,AQ,USS,CS,VOC,RP,IP,Temperature,fail,air_risk,thermal_load,sensor_gap,mechanical_pressure,air_pressure_ratio,control_balance,operating_intensity,sensor_stability,risk_score,machine_health_index,machine_health_level,health_numeric
63,0,6,3,2,0,78,2,11,0,6,11,3,0.7974683544303798,0.0,0,50.666666666666664,2.1908902300206643,0.4842819138376018,0.5157180861623982,Level 3 - Moderate Risk,3
110,0,4,1,6,1,24,3,11,0,5,11,3,4.4,0.2,3,48.333333333333336,2.1213203435596424,0.5253047448878301,0.4746952551121699,Level 3 - Moderate Risk,3
16,7,4,6,6,1,29,3,11,0,5,18,-2,0.5333333333333333,0.2,3,18.666666666666668,2.1213203435596424,0.3599257494540401,0.6400742505459599,Level 1 - Healthy,5
100,3,4,2,6,5,39,5,11,1,9,14,2,2.5,1.0,1,50.0,1.51657508881031,0.7254417311891999,0.27455826881080014,Level 4 - High Risk,2
7300,3,5,3,6,1,19,4,11,0,6,14,2,365.0,0.16666666666666666,2,2443.3333333333335,1.9235384061671346,0.4018115942028985,0.5981884057971014,Level 2 - Low Risk,4
22,2,4,2,7,1,32,5,11,0,5,13,2,0.6666666666666666,0.2,2,21.666666666666668,2.3874672772626644,0.49317689100655154,0.5068231089934485,Level 3 - Moderate Risk,3
71,3,4,2,6,5,69,3,11,1,9,14,2,1.0142857142857142,1.0,3,50.333333333333336,1.5811388300841898,0.7258389914631724,0.27416100853682757,Level 4 - High Risk,2
900,4,5,2,5,5,83,3,11,1,10,15,3,10.714285714285714,0.8333333333333334,2,331.3333333333333,1.4142135623730951,0.7561494937462775,0.2438505062537225,Level 4 - High Risk,2
35,7,4,1,5,4,76,2,11,1,8,18,3,0.45454545454545453,0.8,3,40.666666666666664,1.6431676725154984,0.701332142148104,0.298667857851896,Level 4 - High Risk,2
2,7,7,1,2,0,62,2,11,0,7,18,6,0.031746031746031744,0.0,0,25.0,2.701851217221259,0.5934508636092912,0.4065491363907088,Level 3 - Moderate Risk,3
83,2,3,3,6,0,47,7,11,0,3,13,0,1.7291666666666667,0.0,-1,47.0,2.7748873851023217,0.35900794123486207,0.6409920587651379,Level 1 - Healthy,5
370,5,6,7,4,0,35,3,11,0,6,16,-1,10.277777777777779,0.0,1,138.66666666666666,2.7386127875258306,0.3467431010522137,0.6532568989477863,Level 1 - Healthy,5
12,0,4,5,3,4,23,3,11,0,8,11,-1,0.5,0.8,0,15.333333333333334,0.8366600265340756,0.5683138773079214,0.4316861226920786,Level 3 - Moderate Risk,3
370,7,4,4,1,1,79,4,11,0,5,18,0,4.625,0.2,-3,153.33333333333334,1.6431676725154984,0.42174310105221363,0.5782568989477863,Level 2 - Low Risk,4
100,7,6,2,6,5,64,5,11,1,11,18,4,1.5384615384615385,0.7142857142857143,1,58.333333333333336,1.6431676725154984,0.8087750645225333,0.19122493547746666,Level 4 - High Risk,2
470,7,6,2,4,5,70,4,11,1,11,18,4,6.619718309859155,0.7142857142857143,0,183.66666666666666,1.4832396974191329,0.8037065713718483,0.1962934286281517,Level 4 - High Risk,2
22,7,6,1,6,6,87,5,11,1,12,18,5,0.25,0.8571428571428571,1,40.0,2.16794833886788,0.9015102243398848,0.09848977566011519,Level 5 - Critical,1
2800,0,3,6,1,0,28,2,12,0,3,12,-3,96.55172413793103,0.0,-1,946.6666666666666,2.3021728866442674,0.22613658923962676,0.7738634107603732,Level 1 - Healthy,5
47,5,3,5,7,1,58,3,12,0,4,17,-2,0.7966101694915254,0.25,4,39.0,2.280350850198276,0.3555155846734167,0.6444844153265833,Level 1 - Healthy,5
900,5,4,4,6,1,85,2,12,0,5,17,0,10.465116279069768,0.2,4,332.3333333333333,1.9493588689617927,0.4188306531665674,0.5811693468334326,Level 2 - Low Risk,4
330,7,3,6,4,0,62,3,12,0,3,19,-3,5.238095238095238,0.0,1,134.66666666666666,2.16794833886788,0.25997220567798296,0.740027794322017,Level 1 - Healthy,5
84,0,3,2,7,1,26,6,12,0,4,12,1,3.111111111111111,0.25,1,40.666666666666664,2.588435821108957,0.45500873535834824,0.5449912646416517,Level 2 - Low Risk,4
0,0,6,2,5,5,28,3,12,1,11,12,4,0.0,0.7142857142857143,2,13.333333333333334,1.6431676725154984,0.8144927536231884,0.1855072463768116,Level 4 - High Risk,2
33,3,6,1,7,6,88,2,12,1,12,15,5,0.3707865168539326,0.8571428571428571,5,44.333333333333336,2.701851217221259,0.9057073654953345,0.09429263450466552,Level 5 - Critical,1
53,7,2,3,6,0,57,6,12,0,2,19,-1,0.9137931034482759,0.0,0,40.666666666666664,2.6076809620810595,0.32210005955926146,0.6778999404407385,Level 1 - Healthy,5
8,7,2,2,6,0,78,3,12,0,2,19,0,0.10126582278481013,0.0,3,32.666666666666664,2.1908902300206643,0.35604983124875916,0.6439501687512408,Level 1 - Healthy,5
2,7,4,4,2,0,56,3,12,0,4,19,0,0.03508771929824561,0.0,-1,23.333333333333332,1.6733200530681511,0.3727986896962478,0.6272013103037521,Level 1 - Healthy,5
0,0,4,6,3,3,46,5,12,0,7,12,-2,0.0,0.6,-2,19.333333333333332,1.3038404810405297,0.48115942028985503,0.518840579710145,Level 2 - Low Risk,4
0,2,4,4,3,5,20,3,12,1,9,14,0,0.0,1.0,0,10.666666666666666,0.8366600265340756,0.6644927536231883,0.33550724637681173,Level 3 - Moderate Risk,3
0,0,5,6,4,1,24,4,12,0,6,12,-1,0.0,0.16666666666666666,0,12.0,1.8708286933869707,0.4061594202898551,0.5938405797101449,Level 2 - Low Risk,4
0,7,5,2,6,2,72,4,12,0,7,19,3,0.0,0.3333333333333333,2,28.0,1.7888543819998317,0.5978260869565217,0.40217391304347827,Level 3 - Moderate Risk,3
15,7,2,4,7,1,51,4,12,0,3,19,-2,0.28846153846153844,0.3333333333333333,3,26.0,2.3021728866442674,0.347620607504467,0.652379392495533,Level 1 - Healthy,5
900,0,6,2,5,6,34,6,12,1,12,12,4,25.714285714285715,0.8571428571428571,-1,315.3333333333333,1.7320508075688772,0.8604973198332341,0.13950268016676592,Level 5 - Critical,1
30,2,4,2,6,1,21,4,12,0,5,14,2,1.3636363636363635,0.2,2,21.0,1.9493588689617927,0.4974151280524121,0.5025848719475878,Level 3 - Moderate Risk,3
0,7,4,4,6,2,74,7,12,0,6,19,0,0.0,0.4,-1,28.666666666666668,1.9493588689617927,0.48949275362318845,0.5105072463768116,Level 3 - Moderate Risk,3
170,3,4,4,6,1,48,1,12,0,5,15,0,3.4693877551020407,0.2,5,76.66666666666667,2.16794833886788,0.42883065316656743,0.5711693468334326,Level 2 - Low Risk,4
900,2,3,3,7,5,28,3,12,0,8,14,0,31.03448275862069,1.25,4,313.3333333333333,1.7888543819998317,0.6438306531665673,0.3561693468334327,Level 3 - Moderate Risk,3
0,6,7,1,7,5,38,2,12,1,12,18,6,0.0,0.625,5,16.666666666666668,2.792848008753788,0.8894927536231884,0.11050724637681164,Level 5 - Critical,1
1600,7,4,6,1,0,70,3,12,0,4,19,-2,22.535211267605632,0.0,-2,560.6666666666666,2.3874672772626644,0.284241612070677,0.715758387929323,Level 1 - Healthy,5
0,7,4,5,4,0,72,2,12,0,4,19,-1,0.0,0.0,2,28.0,2.0,0.3394927536231884,0.6605072463768116,Level 1 - Healthy,5
2800,0,4,5,6,0,41,3,12,0,4,12,-1,66.66666666666667,0.0,3,951.0,2.3021728866442674,0.3011365892396268,0.6988634107603733,Level 1 - Healthy,5
110,5,3,4,5,1,50,7,12,0,4,17,-1,2.156862745098039,0.25,-2,57.333333333333336,2.23606797749979,0.3879859043081199,0.61201409569188,Level 1 - Healthy,5
1,7,6,2,5,5,73,3,12,1,11,19,4,0.013513513513513514,0.7142857142857143,2,28.666666666666668,1.6431676725154984,0.8144790549930514,0.1855209450069486,Level 4 - High Risk,2
3,5,5,2,4,0,79,6,12,0,5,17,3,0.0375,0.0,-2,31.333333333333332,2.4083189157584592,0.48111832439944413,0.5188816756005559,Level 2 - Low Risk,4
0,4,5,1,4,5,76,2,12,1,10,16,4,0.0,0.8333333333333334,2,29.333333333333332,1.816590212458495,0.8061594202898549,0.19384057971014512,Level 4 - High Risk,2
22,0,5,3,5,5,62,5,12,1,10,12,2,0.3492063492063492,0.8333333333333334,0,32.0,0.8944271909999157,0.7391913837601746,0.26080861623982543,Level 4 - High Risk,2
63,3,6,2,6,6,30,6,12,1,12,15,4,2.032258064516129,0.8571428571428571,0,35.0,1.7888543819998322,0.8719630732578917,0.12803692674210831,Level 5 - Critical,1
290,0,6,3,6,5,35,4,12,1,11,12,3,8.055555555555555,0.7142857142857143,2,112.33333333333333,1.3038404810405297,0.777186817550129,0.22281318244987103,Level 4 - High Risk,2
2,7,1,2,7,1,66,4,12,0,2,19,-1,0.029850746268656716,0.5,3,26.666666666666668,2.5495097567963922,0.3727986896962478,0.6272013103037521,Level 1 - Healthy,5
40,0,2,4,6,0,35,4,12,0,2,12,-2,1.1111111111111112,0.0,2,29.0,2.280350850198276,0.288944808417709,0.711055191582291,Level 1 - Healthy,5
67,0,6,1,5,6,57,6,12,1,12,12,5,1.1551724137931034,0.8571428571428571,-1,45.333333333333336,2.16794833886788,0.9052416120706769,0.09475838792932312,Level 5 - Critical,1
0,5,4,5,4,5,37,5,12,1,9,17,-1,0.0,1.0,-1,16.333333333333332,0.5477225575051662,0.631159420289855,0.36884057971014494,Level 3 - Moderate Risk,3
470,7,5,5,2,1,61,3,13,0,6,20,0,7.580645161290323,0.16666666666666666,-1,181.33333333333334,1.7888543819998317,0.43740222354576136,0.5625977764542387,Level 2 - Low Risk,4
0,7,6,2,6,6,56,3,13,1,12,20,4,0.0,0.8571428571428571,3,23.0,1.9493588689617927,0.8771739130434784,0.12282608695652164,Level 5 - Critical,1
4,6,3,4,5,1,53,3,13,0,4,19,-1,0.07407407407407407,0.25,2,23.333333333333332,1.4832396974191326,0.393785785189597,0.606214214810403,Level 2 - Low Risk,4
20,0,4,5,3,2,24,6,13,1,6,13,-1,0.8,0.4,-3,19.0,1.5811388300841898,0.4602332737740719,0.539766726225928,Level 2 - Low Risk,4
2800,7,4,1,6,5,74,3,13,1,9,20,3,37.333333333333336,1.0,3,962.3333333333334,1.9235384061671346,0.7304844153265834,0.26951558467341663,Level 4 - High Risk,2
0,0,4,4,3,1,36,3,13,0,5,13,0,0.0,0.2,0,16.333333333333332,1.224744871391589,0.4355072463768116,0.5644927536231884,Level 2 - Low Risk,4
1,0,6,2,4,5,30,5,13,1,11,13,4,0.03225806451612903,0.7142857142857143,-1,14.666666666666666,1.51657508881031,0.8188268810800081,0.18117311891999188,Level 4 - High Risk,2
640,0,4,7,4,1,55,2,13,0,5,13,-3,11.428571428571429,0.2,2,236.0,2.302172886644268,0.32674012308914036,0.6732598769108596,Level 1 - Healthy,5
170,3,3,2,7,2,35,6,13,0,5,16,1,4.722222222222222,0.5,1,72.66666666666667,2.345207879911715,0.5165118125868573,0.4834881874131427,Level 3 - Moderate Risk,3
270,2,3,4,6,0,26,4,13,0,3,15,-1,10.0,0.0,2,103.0,2.1908902300206643,0.3318086162398253,0.6681913837601747,Level 1 - Healthy,5
390,0,3,4,6,2,25,4,13,0,5,13,-1,15.0,0.5,2,142.66666666666666,1.4832396974191326,0.4468314472900537,0.5531685527099464,Level 2 - Low Risk,4
16,2,6,7,4,3,27,3,13,0,9,15,-1,0.5714285714285714,0.42857142857142855,1,18.666666666666668,1.816590212458495,0.5352880682946198,0.46471193170538017,Level 3 - Moderate Risk,3
11,7,4,1,6,5,66,3,13,1,9,20,3,0.16417910447761194,1.0,3,30.0,1.9235384061671346,0.7686898947786381,0.23131010522136186,Level 4 - High Risk,2
0,1,5,2,6,2,39,2,13,0,7,14,3,0.0,0.3333333333333333,4,17.333333333333332,1.9493588689617927,0.6021739130434782,0.3978260869565218,Level 3 - Moderate Risk,3
270,7,1,1,2,2,58,5,13,0,3,20,0,4.576271186440678,1.0,-3,113.66666666666667,1.6431676725154984,0.46514194957315863,0.5348580504268414,Level 2 - Low Risk,4
170,2,4,4,4,0,53,3,13,1,4,15,0,3.1481481481481484,0.0,1,78.66666666666667,1.7320508075688772,0.3748451459201906,0.6251548540798094,Level 1 - Healthy,5
900,7,6,7,4,0,76,3,13,0,6,20,-1,11.688311688311689,0.0,1,329.6666666666667,2.7386127875258306,0.34817847925352396,0.651821520746476,Level 1 - Healthy,5
270,7,5,2,7,1,51,3,13,0,6,20,3,5.1923076923076925,0.16666666666666666,4,111.33333333333333,2.4083189157584592,0.5401419495731586,0.45985805042684136,Level 3 - Moderate Risk,3
0,7,4,2,7,0,70,2,13,0,4,20,2,0.0,0.0,5,27.666666666666668,2.6457513110645907,0.4438405797101449,0.5561594202898551,Level 2 - Low Risk,4
350,3,6,3,6,6,68,4,13,1,12,16,3,5.072463768115942,0.8571428571428571,2,143.66666666666666,1.4142135623730951,0.8390460591621998,0.16095394083780024,Level 5 - Critical,1
0,0,5,4,5,2,32,3,13,1,7,13,1,0.0,0.3333333333333333,2,15.0,1.3038404810405297,0.5355072463768116,0.4644927536231884,Level 3 - Moderate Risk,3
6,0,5,4,5,5,55,3,13,0,10,13,1,0.10714285714285714,0.8333333333333334,2,24.666666666666668,0.8944271909999159,0.7104250545959896,0.2895749454040104,Level 4 - High Risk,2
290,7,2,2,6,0,52,4,13,0,2,20,0,5.471698113207547,0.0,2,118.33333333333333,2.280350850198276,0.3565346436370856,0.6434653563629145,Level 1 - Healthy,5
630,7,6,4,6,4,73,2,13,1,10,20,2,8.513513513513514,0.5714285714285714,4,238.66666666666666,1.6733200530681511,0.6852104427238436,0.31478955727615643,Level 4 - High Risk,2
900,0,5,4,7,0,42,2,13,0,5,13,1,20.930232558139537,0.0,5,318.3333333333333,2.701851217221259,0.4065118125868572,0.5934881874131428,Level 2 - Low Risk,4
31,2,4,4,3,4,23,5,13,1,8,15,0,1.2916666666666667,0.8,-2,22.333333333333332,0.7071067811865476,0.6100825888425649,0.38991741115743506,Level 3 - Moderate Risk,3
1600,5,2,3,6,0,30,7,14,0,2,19,-1,51.61290322580645,0.0,-1,548.0,2.8809720581775866,0.3096039309112567,0.6903960690887433,Level 1 - Healthy,5
71,7,2,2,7,0,68,4,14,0,2,21,0,1.0289855072463767,0.0,3,51.0,2.6457513110645907,0.36388246972404215,0.6361175302759579,Level 1 - Healthy,5
200,7,5,2,3,2,68,3,14,0,7,21,3,2.898550724637681,0.3333333333333333,0,94.0,1.224744871391589,0.6037820131030376,0.3962179868969624,Level 3 - Moderate Risk,3
0,0,6,4,7,3,68,6,14,0,9,14,2,0.0,0.42857142857142855,1,27.333333333333332,1.6431676725154984,0.639855072463768,0.36014492753623195,Level 3 - Moderate Risk,3
30,5,2,3,6,0,38,5,14,0,2,19,-1,0.7692307692307693,0.0,1,27.333333333333332,2.3874672772626644,0.3311107802263252,0.6688892197736749,Level 1 - Healthy,5
10,1,4,3,6,2,74,3,14,0,6,15,1,0.13333333333333333,0.4,3,32.666666666666664,1.51657508881031,0.5313847528290649,0.46861524717093506,Level 3 - Moderate Risk,3
0,7,5,6,3,0,59,2,14,0,5,21,-1,0.0,0.0,1,24.333333333333332,2.3874672772626644,0.3565217391304347,0.6434782608695653,Level 1 - Healthy,5
900,2,5,2,5,2,73,2,14,0,7,16,3,12.162162162162161,0.3333333333333333,3,329.0,1.6431676725154984,0.5941929720071472,0.40580702799285284,Level 3 - Moderate Risk,3
71,7,2,3,6,0,79,3,14,0,2,21,-1,0.8875,0.0,3,54.666666666666664,2.16794833886788,0.33054913639070876,0.6694508636092913,Level 1 - Healthy,5
22,3,7,1,6,5,28,4,14,1,12,17,6,0.7586206896551724,0.625,2,21.333333333333332,2.3021728866442674,0.8978870359340878,0.10211296406591219,Level 5 - Critical,1
0,7,6,2,6,6,50,3,14,1,12,21,4,0.0,0.8571428571428571,3,21.333333333333332,1.9493588689617927,0.8815217391304349,0.11847826086956514,Level 5 - Critical,1
0,4,6,3,1,1,36,4,14,0,7,18,3,0.0,0.14285714285714285,-3,16.666666666666668,2.1213203435596424,0.5565217391304348,0.4434782608695652,Level 3 - Moderate Risk,3
0,3,6,2,6,6,50,3,14,1,12,17,4,0.0,0.8571428571428571,3,21.333333333333332,1.9493588689617927,0.8815217391304349,0.11847826086956514,Level 5 - Critical,1
0,1,6,2,6,6,61,3,14,1,12,15,4,0.0,0.8571428571428571,3,25.0,1.9493588689617927,0.8815217391304349,0.11847826086956514,Level 5 - Critical,1
7300,3,2,2,6,0,37,4,14,0,2,17,0,192.10526315789474,0.0,2,2450.3333333333335,2.280350850198276,0.26485507246376816,0.7351449275362318,Level 1 - Healthy,5
83,0,3,4,7,0,29,6,14,0,3,14,-1,2.7666666666666666,0.0,1,42.0,2.7386127875258306,0.3387180861623983,0.6612819138376017,Level 1 - Healthy,5
93,7,2,3,7,0,39,4,14,0,2,21,-1,2.325,0.0,3,48.666666666666664,2.5884358211089573,0.33024776652769505,0.669752233472305,Level 1 - Healthy,5
0,7,4,5,4,2,83,6,14,1,6,21,-1,0.0,0.4,-2,32.333333333333336,1.4832396974191326,0.4648550724637681,0.5351449275362319,Level 2 - Low Risk,4
51,7,6,1,5,4,68,6,14,1,10,21,5,0.7391304347826086,0.5714285714285714,-1,44.333333333333336,2.073644135332772,0.7974897756601151,0.20251022433988486,Level 4 - High Risk,2
31,2,6,1,5,6,25,4,14,1,12,16,5,1.1923076923076923,0.8571428571428571,1,23.333333333333332,2.073644135332772,0.9144304149295215,0.08556958507047852,Level 5 - Critical,1
93,2,1,3,6,1,41,6,14,0,2,16,-2,2.2142857142857144,0.5,0,49.333333333333336,2.5099800796022267,0.3469144331943617,0.6530855668056383,Level 1 - Healthy,5
0,7,3,2,6,1,67,3,14,0,4,21,1,0.0,0.25,3,27.0,1.8708286933869707,0.4648550724637681,0.5351449275362319,Level 2 - Low Risk,4
0,3,4,2,6,4,36,6,14,1,8,17,2,0.0,0.8,0,16.666666666666668,1.6733200530681511,0.6815217391304347,0.3184782608695653,Level 4 - High Risk,2
31,4,6,2,6,4,66,4,14,1,10,18,4,0.4626865671641791,0.5714285714285714,2,37.0,1.6733200530681511,0.7644304149295216,0.23556958507047843,Level 4 - High Risk,2
900,1,3,2,7,1,55,4,14,0,4,15,1,16.071428571428573,0.25,3,323.0,2.3021728866442674,0.45252630534048044,0.5474736946595196,Level 2 - Low Risk,4
0,4,3,2,6,2,42,5,14,0,5,18,1,0.0,0.5,1,18.666666666666668,1.816590212458495,0.5231884057971015,0.47681159420289854,Level 3 - Moderate Risk,3
2,7,6,3,5,5,42,3,14,1,11,21,3,0.046511627906976744,0.7142857142857143,2,19.333333333333332,1.3416407864998738,0.7898276752034941,0.21017232479650594,Level 4 - High Risk,2
110,3,4,5,7,1,36,3,14,0,5,17,-1,2.972972972972973,0.2,4,53.333333333333336,2.23606797749979,0.4050148898153663,0.5949851101846337,Level 2 - Low Risk,4
63,1,6,4,6,4,53,5,14,1,10,15,2,1.1666666666666667,0.5714285714285714,1,43.333333333333336,1.0,0.6973253920984713,0.30267460790152867,Level 4 - High Risk,2
900,0,3,2,5,1,36,5,14,0,4,14,1,24.324324324324323,0.25,0,316.6666666666667,1.7888543819998317,0.45252630534048044,0.5474736946595196,Level 2 - Low Risk,4
31,3,4,3,6,2,29,7,14,0,6,17,1,1.0333333333333334,0.4,-1,24.666666666666668,2.073644135332772,0.5310970815961882,0.4689029184038118,Level 3 - Moderate Risk,3
510,1,4,4,6,0,31,3,14,0,4,15,0,15.9375,0.0,3,185.0,2.1908902300206643,0.37453543776057174,0.6254645622394283,Level 1 - Healthy,5
270,2,3,4,6,1,43,6,14,0,4,16,-1,6.136363636363637,0.25,0,109.0,2.1213203435596424,0.39448977566011517,0.6055102243398849,Level 2 - Low Risk,4
9,3,3,4,7,1,33,6,14,0,4,17,-1,0.2647058823529412,0.25,1,18.666666666666668,2.3874672772626644,0.39806511812586864,0.6019348818741314,Level 2 - Low Risk,4
3,1,6,6,2,0,63,3,14,0,6,15,0,0.046875,0.0,-1,26.666666666666668,2.6076809620810595,0.39814730990669056,0.6018526900933094,Level 2 - Low Risk,4
29,1,5,2,4,2,25,5,14,0,7,15,3,1.1153846153846154,0.3333333333333333,-1,22.666666666666668,1.5165750888103102,0.6061244788564623,0.39387552114353774,Level 3 - Moderate Risk,3
45,2,3,2,6,0,72,4,14,0,3,16,1,0.6164383561643836,0.0,2,43.666666666666664,2.23606797749979,0.4059053007742704,0.5940946992257297,Level 2 - Low Risk,4
83,5,3,3,6,1,40,4,14,0,4,19,0,2.024390243902439,0.25,2,45.666666666666664,1.816590212458495,0.43038475282906496,0.569615247170935,Level 2 - Low Risk,4
22,7,4,2,6,2,27,6,14,0,6,21,2,0.7857142857142857,0.4,0,21.0,2.0,0.5645537026007544,0.43544629739924556,Level 3 - Moderate Risk,3
15,3,5,4,7,2,26,4,15,0,7,18,1,0.5555555555555556,0.3333333333333333,3,18.666666666666668,1.816590212458495,0.5439974190986698,0.45600258090133017,Level 3 - Moderate Risk,3
110,7,5,2,5,6,67,3,15,1,11,22,3,1.6176470588235294,1.0,2,64.0,1.6431676725154984,0.8426960492356561,0.1573039507643439,Level 5 - Critical,1
8,0,4,5,5,1,21,3,15,0,5,15,-1,0.36363636363636365,0.2,2,14.666666666666666,1.6733200530681511,0.4107599761762954,0.5892400238237046,Level 2 - Low Risk,4
11,5,6,2,6,6,27,7,15,1,12,20,4,0.39285714285714285,0.8571428571428571,-1,17.666666666666668,1.9493588689617927,0.8857188802858845,0.11428111971411548,Level 5 - Critical,1
56,4,6,5,3,0,78,6,15,1,6,19,1,0.7088607594936709,0.0,-3,49.666666666666664,2.5495097567963922,0.4351024419297201,0.56489755807028,Level 2 - Low Risk,4
8,3,4,4,3,1,32,3,15,0,5,18,0,0.24242424242424243,0.2,0,18.333333333333332,1.224744871391589,0.4440933095096287,0.5559066904903713,Level 2 - Low Risk,4
100,5,4,2,6,1,68,4,15,0,5,20,2,1.4492753623188406,0.2,2,61.0,1.9493588689617927,0.5094997022036927,0.4905002977963073,Level 3 - Moderate Risk,3
900,7,4,2,6,5,76,4,15,0,9,22,2,11.688311688311689,1.0,2,330.3333333333333,1.4832396974191329,0.7318741314274368,0.26812586857256315,Level 4 - High Risk,2
67,7,3,3,6,0,33,5,15,0,3,22,0,1.9705882352941178,0.0,1,38.333333333333336,2.302172886644268,0.37661842366487985,0.6233815763351201,Level 1 - Healthy,5
35,4,6,2,5,4,38,2,15,1,10,19,4,0.8974358974358975,0.5714285714285714,3,29.333333333333332,1.7888543819998317,0.7687234464959302,0.23127655350406984,Level 4 - High Risk,2
35,3,4,3,5,1,49,7,15,0,5,18,1,0.7,0.2,-2,33.0,2.23606797749979,0.4770567798292634,0.5229432201707366,Level 2 - Low Risk,4
22,0,5,4,6,5,61,4,15,1,10,15,1,0.3548387096774194,0.8333333333333334,2,32.666666666666664,0.8366600265340756,0.7189015286877108,0.28109847131228916,Level 4 - High Risk,2
110,7,7,1,5,4,57,3,15,1,11,22,6,1.896551724137931,0.5,2,60.666666666666664,2.23606797749979,0.8426960492356561,0.1573039507643439,Level 5 - Critical,1
12,0,4,2,5,2,20,3,15,0,6,15,2,0.5714285714285714,0.4,2,15.666666666666666,1.3038404810405297,0.5690385149890808,0.43096148501091924,Level 3 - Moderate Risk,3
7300,7,4,2,4,4,63,6,15,1,8,22,2,114.0625,0.8,-2,2459.3333333333335,1.4142135623730951,0.5858695652173912,0.4141304347826088,Level 3 - Moderate Risk,3
0,0,4,1,5,4,53,3,15,1,8,15,3,0.0,0.8,2,22.666666666666668,1.51657508881031,0.7192028985507246,0.2807971014492754,Level 4 - High Risk,2
19,5,4,2,6,5,35,4,15,1,9,20,2,0.5277777777777778,1.0,2,23.0,1.4832396974191329,0.7439426245781218,0.25605737542187823,Level 4 - High Risk,2
470,3,4,4,7,0,39,3,15,0,4,18,0,11.75,0.0,4,174.66666666666666,2.5099800796022267,0.37943120905300776,0.6205687909469922,Level 1 - Healthy,5
4,3,3,5,3,4,48,3,15,1,7,18,-2,0.08163265306122448,1.0,0,22.333333333333332,0.8944271909999159,0.5441481040301767,0.45585189596982334,Level 3 - Moderate Risk,3
640,4,6,2,5,4,62,3,15,1,10,19,4,10.158730158730158,0.5714285714285714,2,239.0,1.5811388300841898,0.7604357752630535,0.2395642247369465,Level 4 - High Risk,2
640,2,4,2,3,1,30,5,15,0,5,17,2,20.64516129032258,0.2,-2,228.33333333333334,1.5811388300841898,0.50210244192972,0.49789755807028,Level 3 - Moderate Risk,3
200,7,7,1,4,6,26,6,15,1,13,22,6,7.407407407407407,0.75,-2,80.33333333333333,2.387467277262665,0.9581298391899941,0.04187016081000594,Level 5 - Critical,1
0,7,3,2,4,5,74,6,15,1,8,22,1,0.0,1.25,-2,29.666666666666668,1.5811388300841898,0.702536231884058,0.297463768115942,Level 4 - High Risk,2
29,4,3,4,6,2,37,5,15,0,5,19,-1,0.7631578947368421,0.5,1,27.0,1.5811388300841898,0.46047230494341873,0.5395276950565813,Level 2 - Low Risk,4
330,2,4,5,5,1,43,5,15,0,5,17,-1,7.5,0.2,0,129.33333333333334,1.7320508075688772,0.4063490172721858,0.5936509827278142,Level 2 - Low Risk,4
19,5,5,1,4,6,68,3,15,1,11,20,4,0.2753623188405797,1.0,1,34.0,1.9235384061671346,0.8772759579114551,0.12272404208854493,Level 5 - Critical,1
1,7,5,3,4,5,73,5,15,1,10,22,2,0.013513513513513514,0.8333333333333334,-1,29.666666666666668,0.8944271909999159,0.7525225332539209,0.24747746674607907,Level 4 - High Risk,2
110,5,6,1,6,6,60,7,15,1,12,20,5,1.8032786885245902,0.8571428571428571,-1,61.666666666666664,2.3874672772626644,0.9176960492356561,0.08230395076434394,Level 5 - Critical,1
0,7,5,4,6,1,35,3,15,0,6,22,1,0.0,0.16666666666666666,3,16.666666666666668,1.9235384061671346,0.4858695652173912,0.5141304347826088,Level 3 - Moderate Risk,3
350,4,3,4,6,0,29,6,15,0,3,19,-1,11.666666666666666,0.0,0,131.33333333333334,2.4899799195977463,0.33940837800277945,0.6605916219972205,Level 1 - Healthy,5
2,5,3,3,5,1,25,6,15,0,4,20,0,0.07692307692307693,0.25,-1,14.0,1.949358868961793,0.43584216795711733,0.5641578320428826,Level 2 - Low Risk,4
0,7,2,2,6,0,25,7,15,0,2,22,0,0.0,0.0,-1,13.333333333333334,2.9664793948382653,0.36920289855072463,0.6307971014492754,Level 1 - Healthy,5
7,4,2,4,5,0,70,6,15,0,2,19,-2,0.09859154929577464,0.0,-1,30.666666666666668,2.4083189157584592,0.30244034147309906,0.6975596585269009,Level 1 - Healthy,5
71,1,6,2,5,6,41,3,15,1,12,16,4,1.6904761904761905,0.8571428571428571,2,42.333333333333336,1.816590212458495,0.8848969624776654,0.11510303752233464,Level 5 - Critical,1
53,0,4,2,6,1,37,6,15,0,5,15,2,1.394736842105263,0.2,0,35.0,2.280350850198276,0.510143537820131,0.489856462179869,Level 3 - Moderate Risk,3
0,0,6,1,6,6,39,5,15,1,12,15,5,0.0,0.8571428571428571,1,18.0,2.16794833886788,0.9192028985507246,0.08079710144927543,Level 5 - Critical,1
2,6,3,4,6,0,35,4,15,0,3,21,-1,0.05555555555555555,0.0,2,17.333333333333332,2.1908902300206643,0.3441755012904507,0.6558244987095493,Level 1 - Healthy,5
190,4,2,3,6,0,62,7,15,0,2,19,-1,3.015873015873016,0.0,-1,89.0,2.8809720581775866,0.3332668254913639,0.6667331745086361,Level 1 - Healthy,5
31,0,3,2,6,1,30,7,15,0,4,15,1,1.0,0.25,-1,25.333333333333332,2.588435821108957,0.4687782410164781,0.531221758983522,Level 2 - Low Risk,4
